index,Brand,Country,Whiskies,Votes,Rating,Brand_Ranking
981,Cromdale,Scotland,4,2,82.75,D
984,Crow,United States,1,1,79.00,E
985,Crown 99,Thailand,1,1,66.00,G
986,Crown of Kentucky,United States,1,1,87.00,C
989,Crown Royal,Canada,58,36,77.44,E
992,Crownhill,Austria,1,1,60.00,G
993,Cú Chulainn,Ireland,2,2,84.32,D
994,Cu Culhain's Hibernian,Ireland,1,1,80.00,D
995,Cú Dhub,Scotland,4,3,67.05,G
998,Culloden,Scotland,5,2,80.00,D
999,Culter Highland,Scotland,1,1,85.00,C
1000,Culter Speyside,Scotland,1,1,83.00,D
1004,Cut Spike,United States,2,2,87.00,C
1005,Cutty Black,Scotland,2,1,71.67,F
1006,Cutty Sark,Scotland,61,41,79.36,E
1007,Cyril's Singlewood,New Zealand,4,1,82.00,D
1008,Cyrus Noble,United States,1,1,84.50,D
1010,D is for Decadence,Scotland,1,1,85.00,C
1012,D. W. D. - Dublin Whiskey Distillery,Ireland,2,2,82.50,D
1015,Dà Mhìle,United Kingdom,4,2,79.00,E
1016,Dad's Hat,United States,11,5,80.03,D
1017,Daftmill,Scotland,2,2,87.59,C
1018,Dailuaine,Scotland,580,418,84.96,D
1021,Dalaruan,Scotland,5,2,84.44,D
1023,Dallas Dhu,Scotland,306,214,87.70,C
1024,Dallmayr Islay Select,Scotland,3,3,86.67,C
1025,Dallmayr Speyside Select,Scotland,2,1,80.00,D
1026,Dalmore,Scotland,533,384,85.86,C
1027,Dalriada,Scotland,1,1,76.33,E
1029,Dalvegan,Scotland,3,1,82.00,D
1030,Dalwhinnie,Scotland,105,79,83.65,D
1034,Danfield's,Canada,2,2,87.38,C
1035,Daniel Boone,United States,3,1,77.00,E
1037,Danne's,Germany,8,3,70.11,F
1039,Danny Boy,Ireland,3,2,80.95,D
1041,Darach - Ruadh,Scotland,2,2,83.25,D
1045,Dark Horse,United States,4,2,80.00,D
1047,Dark Whisky,Scotland,1,1,73.50,F
1048,Darkness!,Scotland,1,1,91.50,B
1051,David Nicholson 1843,United States,5,1,84.22,D
1054,DB 53,France,1,1,82.00,D
1055,De IJsvogel,Netherlands,5,2,75.88,E
1057,Dean's,Scotland,2,1,68.60,G
1058,Deanston,Scotland,204,164,84.42,D
1059,Deanston Mill,Scotland,4,3,59.00,G
1060,Death's Door,United States,2,1,74.00,F
1062,Deerstalker,Scotland,9,6,80.08,D
1064,Defiant,United States,3,2,71.56,F
1065,Deheck,Germany,1,1,81.00,D
1066,Del Bac,United States,6,5,81.90,D
1067,Delaney's,Ireland,1,1,76.00,E
1068,Delaware Phoenix Distillery,United States,5,1,79.00,E
1070,Delilah's,Scotland,2,2,85.56,C
1071,DeLuxe Blended,Scotland,1,1,88.17,C
1073,DenHool,Netherlands,3,2,82.30,D
1074,Der Falckner,Germany,6,1,70.00,F
1076,Der Kolonist,Germany,1,1,76.00,E
1078,Derrina,Germany,4,3,74.00,F
1079,Desmond & Duff,Scotland,4,1,81.00,D
1082,Deviant,Scotland,1,1,89.88,C
1086,Dew of Ballindalloch,Scotland,2,1,84.00,D
1088,Dew of Ben Nevis,Scotland,16,9,66.16,G
1089,Dewar's,Scotland,88,51,79.75,E
1090,Dhoon Glen,Scotland,1,1,80.00,D
1093,Die Whiskybotschaft GmbH,Germany,2,1,85.00,C
1094,Diedenacker,Luxembourg,7,6,68.33,G
1095,Diggers & Ditch,New Zealand,3,1,83.92,D
1096,Dillon's,Canada,3,1,77.00,E
1097,Dimple,Scotland,57,28,78.97,E
1098,Diners,Scotland,4,2,89.00,C
1100,Dingle,Ireland,13,12,81.55,D
1104,Director's Choice,Scotland,1,1,72.00,F
1106,Dirker Whisky,Germany,3,2,78.25,E
1107,Dirty Dianne,Scotland,1,1,86.64,C
1108,Discovery Road,United Kingdom,4,1,82.00,D
1111,Distillerie de Monsieur Balthazar,France,2,2,74.17,F
1112,Distillerie du Pays d'Othe,France,3,3,71.83,F
1113,Distillerie Theo Preiss,France,2,2,75.50,E
1115,Diùn-Laoch,Scotland,1,1,81.25,D
1117,Do Good Distillery,United States,1,1,78.50,E
1119,Doctors' Special,Scotland,2,1,84.00,D
1121,Doinich Daal,Germany,3,3,77.17,E
1122,Dolleruper,Germany,3,1,50.00,G
1123,Domaine de Bourjac,France,1,1,71.00,F
1124,Domaine des Hautes Glaces,France,23,15,78.69,E
1125,Domus Cardinalis,France,1,1,80.00,D
1126,Don of Schwetzingen,Germany,1,1,89.67,C
1127,Don of the Isles,Germany,3,3,89.87,C
1128,Donatella,Germany,8,2,90.00,B
1129,Donker,Netherlands,3,3,80.58,D
1131,Dorfbachwasser,Switzerland,9,3,78.89,E
1132,Double Barrel,Scotland,23,21,82.95,D
1133,Double Cask,Scotland,3,3,84.95,D
1134,Double Q,Scotland,1,1,76.00,E
1139,Doz de Dauzanges,France,1,1,65.00,G
1140,Drago,Spain,1,1,77.50,E
1142,Dram House,Scotland,1,1,79.00,E
1144,Dram Regional,Scotland,9,9,83.01,D
1147,Drexler,Germany,37,11,72.70,F
1148,Driftwood,Scotland,1,1,73.50,F
1149,Druichan Islay,Scotland,2,2,69.00,G
1150,Drum,Indonesia,3,2,71.00,F
1151,Drum Major,Scotland,3,3,77.44,E
1152,Drumblade,Scotland,2,1,82.50,D
1153,Drumbowie,Scotland,1,1,89.00,C
1154,Drumguish,Scotland,9,4,65.63,G
1157,Drury's,Scotland,1,1,81.00,D
1159,Dry Fly,United States,15,11,80.36,D
1160,Dublin,Ireland,1,1,77.00,E
1161,Dublin in the Rare Ould Times,Ireland,1,1,76.75,E
1164,Dufftown,Scotland,265,186,84.99,D
1168,Duke,United States,1,1,70.00,F
1169,Dumbarton,Scotland,55,36,86.51,C
1171,Dun Bheagan,Scotland,23,16,80.29,D
1172,Dún Léire,Ireland,2,2,86.86,C
1173,Dun Mhor,Scotland,4,1,79.00,E
1174,Dun Naomhaig Bay,Scotland,2,2,87.11,C
1175,Dun Naomhaig Water,Scotland,5,4,86.08,C
1177,Dunaverty,Scotland,3,3,88.13,C
1179,Duncan MacGregor,Scotland,1,1,84.00,D
1180,Duncan Special,Scotland,1,1,70.00,F
1183,Dundalgan,Ireland,2,2,74.50,F
1184,Dundalk Dew,Ireland,1,1,82.75,D
1186,Dunedin,New Zealand,3,1,76.00,E
1188,Dunglass,Scotland,9,6,77.59,E
1192,Dunlow,Ireland,1,1,73.00,F
1193,Dunnottar,Scotland,1,1,82.00,D
1194,Dunnyveg,Scotland,1,1,84.00,D
1196,Dunphy's,Ireland,2,2,75.75,E
1197,Dunstone,Scotland,3,1,20.00,G
1201,Dunville's,Ireland,8,5,79.00,E
1203,Dunyvaig,Scotland,5,5,88.73,C
1204,Dunyvaig Bay,Scotland,1,1,85.67,C
1205,Duo Malt Whisky,Germany,1,1,85.50,C
1206,Dutch Guts,Netherlands,4,1,84.00,D
1207,DutchSky,Netherlands,2,2,61.03,G
1208,Duvel Moortgat,Belgium,2,2,43.73,G
1209,DYC,Spain,20,10,68.87,G
1210,Dyflin,Ireland,1,1,78.00,E
1212,Eades,Scotland,6,3,82.67,D
1213,Eagle of Spey,Scotland,8,6,87.53,C
1214,Eagle Rare,United States,53,37,85.89,C
1215,Eaglesburn,Netherlands,6,3,81.00,D
1217,Early Times,United States,21,8,76.01,E
1218,East Lothian,Scotland,1,1,86.50,C
1219,East Marypark Distillery,Scotland,1,1,86.40,C
1220,East Shore Islay Malt,Scotland,1,1,85.20,C
1221,Eastmoor,Netherlands,4,4,78.22,E
1222,Eaton's,Scotland,3,1,82.00,D
1227,Ed Gwenn,France,1,1,80.00,D
1228,Eddu,France,12,12,78.65,E
1229,Edelbrände Senft,Germany,13,11,72.43,F
1230,Eden Mill,Scotland,22,16,83.02,D
1232,Edgefield,United States,8,3,81.00,D
1234,Edinburgh Castle,Scotland,3,3,74.33,F
1235,Edinburgh Festival,Scotland,12,5,84.57,D
1238,Edradour,Scotland,795,639,83.27,D
1239,Egan's,Ireland,2,1,82.67,D
1241,Eifel Destillate,Germany,29,13,77.81,E
1242,Eigashima,Japan,3,2,85.09,C
1243,Eiger Wasser,Switzerland,1,1,84.00,D
1245,Eighteen 33,United States,2,1,75.00,E
1246,Eiktyrne,Norway,6,6,81.21,D
1247,Eilan Gillan,Scotland,5,5,78.75,E
1253,Éim Néckels,Luxembourg,1,1,78.00,E
1254,El Máximo,Scotland,8,8,84.71,D
1255,Elbe 1,Germany,4,3,71.89,F
1256,Elbe-Valley NORDIK Whisky,Germany,4,4,60.67,G
1257,Elch Whisky,Germany,5,5,84.28,D
1258,Eleuthera,Scotland,6,4,87.94,C
1259,Elijah Craig,United States,221,71,85.51,C
1260,Elk Rider,United States,7,3,79.33,E
1262,Ellenstown,Scotland,2,1,77.00,E
1265,Elmer T. Lee,United States,8,6,84.48,D
1266,Elsass Whisky,France,4,3,81.92,D
1271,Emerald Isle,Ireland,3,3,90.82,B
1272,Empire 8,Australia,1,1,78.00,E
1273,Enchanting Emma,Scotland,1,1,86.80,C
1274,Enghaven,Denmark,1,1,61.00,G
1275,Engine 49,United States,4,1,87.00,C
1276,English Spirit Distillery,United Kingdom,4,4,87.13,C
1277,Enlightenment,Scotland,2,2,85.92,C
1278,Entrapment,Canada,1,1,100.00,A
1280,Eorna,Scotland,1,1,78.00,E
1281,Eòrna-Lòin,Scotland,1,1,82.75,D
1284,eRètico,Italy,1,1,61.33,G
1285,Ergaster,France,1,1,73.00,F
1286,Erin Go Bragh,Ireland,2,1,85.00,C
1287,Erin's,Ireland,2,2,84.50,D
1288,Erin's Isle,Ireland,2,1,75.00,E
1289,Erismann,Switzerland,2,2,79.50,E
1290,Erlebnisbrennerei Kallnach,Switzerland,3,3,73.83,F
1291,Esquire,Scotland,2,1,81.00,D
1292,Evan Williams,United States,172,88,82.42,D
1293,Evan Williams 1783,United States,3,1,80.00,D
1294,Everclear,United States,1,1,70.00,F
1295,Evermore,Japan,8,1,87.00,C
1297,Evolution,Scotland,9,8,88.92,C
1298,Excalibur,Scotland,6,2,83.29,D
1301,Exclusive Malts,Scotland,1,1,85.67,C
1303,Exhibition,Scotland,7,3,86.83,C
1304,Exotic Cargo,Scotland,3,2,87.40,C
1306,Eylandt Legend,Netherlands,7,5,64.20,G
1307,Ezra Brooks,United States,40,21,81.55,D
1309,Fading Hill,Germany,20,13,77.92,E
1310,Fado Vivo,Belgium,1,1,83.67,D
1311,Fafnir,France,1,1,65.00,G
1313,Fairy Flag,Scotland,1,1,80.00,D
1316,Fallsteiner-Whisky,Germany,2,1,61.50,G
1317,Family-Owned Distillery,Scotland,1,1,86.00,C
1318,Fantastic Fred,Scotland,1,1,86.00,C
1320,Farmer's Club,Switzerland,1,1,62.00,G
1321,Farmer's Malt,Scotland,6,2,80.00,D
1322,Farrell,Ireland,1,1,77.00,E
1324,Fary Lochan,Denmark,22,15,79.66,E
1325,Fascadale,Scotland,9,9,84.61,D
1327,Faultline,Scotland,4,2,83.00,D
1328,Favourite Distillery,Scotland,1,1,91.00,B
1329,Fearless,United States,2,1,79.00,E
1330,FECKiN,Ireland,5,4,70.96,F
1335,Feller,Germany,13,9,82.24,D
1337,Feral Clangs,Scotland,1,1,89.83,C
1338,Ferintosh,Scotland,2,2,59.00,G
1339,Ferry to Islay,Scotland,6,3,85.69,C
1341,Fettercairn,Scotland,329,241,83.92,D
1342,Feuerwasser,Scotland,1,1,86.00,C
1343,FEW,United States,25,20,82.30,D
1344,Fiddler's Choice,Canada,1,1,86.00,C
1347,Fifty / Fifty,Scotland,3,3,82.91,D
1348,Fifty Six Degrees,Scotland,1,1,73.00,F
1349,Fighting Cock,United States,9,6,85.52,C
1350,Filibuster,United States,5,2,82.38,D
1351,Finch,Germany,35,31,79.45,E
1353,Findlater's,Scotland,23,6,82.18,D
1356,Fine Blended Whisky,Scotland,1,1,89.84,C
1357,Fine Single Grain Whisky,Scotland,1,1,91.43,B
1358,Fine Single Highland Scotch Malt Whisky,Scotland,3,1,94.00,B
1360,Fine Single Speyside Scotch Malt Whisky,Scotland,1,1,90.00,B
1361,Fine Tennessee Whiskey,United States,1,1,86.38,C
1363,Finest Irish,Ireland,1,1,89.91,C
1365,Finest Tyrolian,Austria,1,1,84.00,D
1367,Finlaggan,Scotland,48,36,82.03,D
1368,Finnegan,Ireland,2,2,77.00,E
1373,Firean,Scotland,1,1,71.33,F
1374,Firefly,United States,1,1,87.00,C
1378,Fish Wasser,Switzerland,3,1,74.50,F
1381,Flaitheanas,Scotland,1,1,88.57,C
1383,Flaming Fergie,Scotland,1,1,86.44,C
1384,Flaming Heart,Scotland,9,8,87.29,C
1385,Flaming Pig,Ireland,1,1,64.00,G
1386,Flannigans,Ireland,1,1,77.00,E
1387,Flatnöse,Scotland,4,3,81.71,D
1388,Fleeting,Scotland,4,4,85.79,C
1392,Flóki,Iceland,27,21,68.83,G
1394,Flower of Scotland,Scotland,12,1,81.60,D
1395,Flowery Moon,Scotland,1,1,88.25,C
1397,Fochabers Bicentenary,Scotland,1,1,84.00,D
1398,Fog's End,United States,2,1,69.00,G
1399,For Ever Young Pristine,Scotland,1,1,92.67,B
1402,Forged Oak,United States,1,1,86.67,C
1404,Fortbacher,Germany,1,1,80.00,D
1406,Forties,Scotland,1,1,86.00,C
1408,Forty Creek,Canada,18,16,82.33,D
1412,Four Roses,United States,845,204,83.81,D
1413,Foxy Fiona,Scotland,1,1,86.93,C
1414,Francis,Scotland,8,1,79.00,E
1416,Franziskus,Germany,1,1,13.00,G
1419,Frasers Reserve,Scotland,3,3,70.78,F
1422,Freihof,Switzerland,6,2,76.25,E
1423,Fremont Mischief,United States,2,1,60.00,G
1424,Friar John Cor,Scotland,2,2,72.75,F
1427,Fruity Moon,Scotland,1,1,74.50,F
1428,Frysk Hynder,Netherlands,114,67,73.87,F
1429,Fuaran Ile,Scotland,26,11,86.76,C
1430,Fuji Gotemba,Japan,44,27,84.49,D
1431,Fujikai,Japan,1,1,59.21,G
1432,Fukano,Japan,6,2,85.34,C
1435,Fuyu,Japan,1,1,78.75,E
1436,Fyr Drenc,United Kingdom,3,1,87.00,C
1437,G. Rozelieures,France,12,8,78.07,E
1440,Galahad,Scotland,1,1,86.33,C
1442,Gall huiswhisky,Ireland,1,1,69.75,G
1444,Gallantry,United States,2,1,64.00,G
1445,Galleg,France,1,1,55.67,G
1446,Gammelstilla,Sweden,2,2,85.84,C
1450,Garnheath,Scotland,26,21,86.63,C
1451,Garrison Brothers,United States,12,6,78.12,E
1452,Garryana,United States,2,2,89.50,C
1453,Gasthof Hirsch,Germany,1,1,58.00,G
1454,Gäu Whisky,Germany,5,1,83.00,D
1456,Gelston's,Ireland,3,2,88.75,C
1457,Gemenc,Hungary,2,1,78.00,E
1458,Gemikste Schotse klap in je smoel uit Rotterdam,Netherlands,1,1,79.00,E
1459,Gems of Scotland,Scotland,7,6,80.72,D
1463,Gentleman,Scotland,1,1,91.50,B
1466,Geo. Roe & Co's,Ireland,4,1,84.00,D
1470,George Dickel,United States,59,34,80.77,D
1472,George T. Stagg,United States,18,18,89.10,C
1475,Georgia Moon,United States,2,1,47.85,G
1476,Gerhard Büchner,Germany,4,3,66.28,G
1477,Gerlachus WiskiE,Netherlands,7,2,64.50,G
1479,Gerston,Scotland,8,7,84.05,D
1480,Geulhems Goud,Belgium,2,1,85.00,C
1481,Geuting,Germany,18,9,75.52,E
1482,Ghibinèt,Italy,2,2,75.67,E
1483,Ghillie,Scotland,1,1,85.00,C
1484,Ghost Owl,United States,2,2,50.50,G
1486,Giant's Choice,Ireland,1,1,84.20,D
1487,Gibson's Finest,Canada,13,5,79.97,E
1489,Gilbey's,Scotland,7,2,84.38,D
1491,Gilors,Germany,13,9,65.22,G
1492,Ginkgo,Japan,1,1,84.50,D
1493,Girvan,Scotland,133,92,83.81,D
1494,Give 'n' Tell,Scotland,1,1,91.00,B
1495,Gjoleid,Norway,5,5,78.13,E
1496,Glacier Distilling,United States,5,1,63.00,G
1497,Glamis,Scotland,8,4,81.38,D
1498,Glamis Castle,Scotland,2,1,90.00,B
1501,Glann ar Mor,France,26,19,82.86,D
1504,Glasgow Herald,Scotland,1,1,86.50,C
1505,Gleaming,Scotland,1,1,89.92,C
1506,Gleann Banbh,Scotland,5,5,84.02,D
1508,Glen,Scotland,7,6,80.89,D
1509,Glen Adam,Scotland,3,1,80.63,D
1512,Glen Alba,Scotland,2,2,84.25,D
1513,Glen Albyn,Scotland,151,102,86.06,C
1514,Glen Ardoch,Scotland,3,2,58.65,G
1517,Glen Avon,Scotland,44,34,88.69,C
1519,Glen Bervie,Scotland,1,1,50.00,G
1520,Glen Blair,Scotland,6,1,73.00,F
1521,Glen Breton,Canada,25,11,76.07,E
1522,Glen Broch,Scotland,4,3,67.35,G
1523,Glen Brora,Scotland,1,1,90.00,B
1526,Glen Calder,Scotland,10,3,83.90,D
1530,Glen Catrine,Scotland,3,1,77.00,E
1531,Glen Cawdor,Scotland,8,6,92.05,B
1533,Glen Clyde,Scotland,7,4,61.29,G
1536,Glen Craige,Scotland,1,1,83.00,D
1537,Glen Crinan,Scotland,6,1,63.00,G
1539,Glen Deer,Scotland,1,1,88.55,C
1540,Glen Demort,Scotland,2,1,92.00,B
1541,Glen Deveron,Scotland,75,42,81.89,D
1542,Glen Dhu,Scotland,1,1,74.00,F
1544,Glen Douglas,Scotland,5,4,77.49,E
1545,Glen Downan,Scotland,2,1,81.00,D
1546,Glen Drumm,Scotland,3,1,94.00,B
1547,Glen Drummond,Scotland,5,4,84.75,D
1548,Glen Eagle,Scotland,5,1,82.00,D
1550,Glen Edward's,Scotland,2,1,78.00,E
1552,Glen Elgin,Scotland,399,310,86.15,C
1554,Glen Els,Germany,212,180,86.04,C
1557,Glen Finloch,Scotland,4,1,77.00,E
1559,Glen Flagler,Scotland,33,23,85.02,C
1561,Glen Forrest,Scotland,1,1,66.00,G
1562,Glen Foster,Scotland,1,1,78.00,E
1564,Glen Franciscan,Scotland,3,1,88.00,C
1565,Glen Fraser,Scotland,5,3,90.40,B
1567,Glen Fyne,Scotland,1,1,78.00,E
1568,Glen Galwan,Scotland,2,1,70.00,F
1569,Glen Garioch,Scotland,549,422,86.03,C
1570,Glen Garry,Scotland,7,5,77.97,E
1573,Glen George,Scotland,1,1,86.67,C
1575,Glen Gordon,Scotland,12,10,90.06,B
1577,Glen Grant,Scotland,1297,986,87.20,C
1578,Glen Green,Scotland,1,1,50.00,G
1580,Glen Grouse,Scotland,2,1,75.50,E
1581,Glen Gyle,Scotland,3,2,80.50,D
1582,Glen Hood,Scotland,1,1,66.33,G
1584,Glen Ila,Scotland,3,2,85.13,C
1585,Glen Keith,Scotland,406,324,86.75,C
1586,Glen Kella,United Kingdom,4,3,69.58,G
1587,Glen Kirk,Scotland,6,4,72.54,F
1592,Glen Lyon,Scotland,3,1,86.75,C
1594,Glen Mansion,Scotland,1,1,40.00,G
1595,Glen Marnoch,Scotland,15,11,80.05,D
1596,Glen Martin,Scotland,2,1,82.00,D
1597,Glen Mavis,Scotland,1,1,82.00,D
1598,Glen Mhor,Scotland,203,157,86.76,C
1604,Glen Moray,Scotland,776,548,85.70,C
1605,Glen Morgain,Scotland,1,1,28.50,G
1606,Glen Morris,Scotland,4,2,78.00,E
1607,Glen Morven,Scotland,9,6,73.25,F
1609,Glen Nevis,Scotland,10,1,84.60,D
1611,Glen Olo,Scotland,1,1,89.29,C
1612,Glen Orchy,Scotland,5,3,69.77,G
1613,Glen Ord,Scotland,261,199,84.91,D
1614,Glen Orrin,Scotland,2,2,78.59,E
1615,Glen Orson,Scotland,3,1,69.00,G
1616,Glen Parker,Scotland,6,3,69.57,G
1618,Glen Quaich,Scotland,1,1,80.00,D
1619,Glen Ranoch,Scotland,3,1,73.00,F
1621,Glen Rhine,Switzerland,3,1,70.00,F
1622,Glen Roger's,Scotland,6,1,72.50,F
1623,Glen Rosa,Scotland,6,2,70.84,F
1624,Glen Rossie,Scotland,4,1,77.00,E
1625,Glen Rowan,Scotland,2,1,76.00,E
1627,Glen Russell,Scotland,2,1,50.00,G
1629,Glen Saunders,Scotland,2,1,79.00,E
1630,Glen Scanlan,Scotland,13,7,62.57,G
1631,Glen Scotia,Scotland,490,353,85.18,C
1635,Glen Slitisa,Germany,6,3,75.83,E
1636,Glen Sloy,Scotland,5,3,73.17,F
1637,Glen Spey,Scotland,212,139,83.95,D
1639,Glen Talloch,Scotland,10,8,66.46,G
1641,Glen Torness,Scotland,1,1,78.00,E
1642,Glen Torran,Scotland,5,1,78.00,E
1644,Glen Turner,Scotland,21,15,76.49,E
1645,Glen Urquhart,Scotland,3,1,84.67,D
1649,Glen'h,Scotland,1,1,73.00,F
1650,Glenalba,Scotland,7,7,83.32,D
1651,Glenallachie,Scotland,329,245,84.50,D
1652,Glenalmond,Scotland,14,4,78.13,E
1653,Glenandrew,Scotland,6,2,80.17,D
1654,Glenbachie,Scotland,1,1,76.33,E
1655,Glenbeg,Scotland,1,1,83.00,D
1656,Glenberry,Scotland,6,1,78.00,E
1657,Glenborrodale,Scotland,5,5,84.71,D
1658,Glenbridge,Scotland,1,1,86.00,C
1659,Glenburgie,Scotland,476,342,85.93,C
1660,Glenburn,Scotland,1,1,85.00,C
1661,Glencadam,Scotland,273,199,85.65,C
1662,Glencoe,Scotland,10,7,84.29,D
1663,Glencraig,Scotland,61,43,87.15,C
1664,Glendalough,Ireland,20,17,79.43,E
1666,Glendarroch,Scotland,6,3,81.17,D
1668,Glendorris,Scotland,1,1,76.00,E
1669,Glendower,Scotland,7,4,74.25,F
1670,Glendramroc,Scotland,1,1,79.00,E
1671,Glendronach,Scotland,1198,1032,87.96,C
1672,Glendrostan,Scotland,5,2,75.00,E
1673,Glendullan,Scotland,188,127,84.14,D
1674,Gleneagles,Scotland,1,1,89.00,C
1675,Glenesk,Scotland,81,55,86.39,C
1676,Glenfairn,Scotland,6,1,83.00,D
1677,Glenfairytales,Scotland,1,1,89.90,C
1678,Glenfarclas,Scotland,1621,1172,88.30,C
1679,Glenfiddich,Scotland,766,532,84.85,D
1680,Glenforres,Scotland,8,3,69.25,G
1681,Glenfoyle,Scotland,5,2,72.80,F
1682,Glengannon,Scotland,2,1,74.50,F
1683,Glengarrett,Scotland,4,1,70.00,F
1684,Glengarry,Scotland,4,4,79.10,E
1685,Glenglassaugh,Scotland,392,307,87.63,C
1686,Glengoyne,Scotland,661,509,86.19,C
1689,Glenisla,Scotland,8,7,83.08,D
1690,Glenkenny,Scotland,1,1,61.67,G
1691,Glenkinchie,Scotland,140,85,82.66,D
1692,Glenleven,Scotland,7,4,82.69,D
1693,Glenlivet,Scotland,1519,1114,86.53,C
1694,Glenlochy,Scotland,100,71,89.43,C
1697,Glenlossie,Scotland,413,312,86.04,C
1698,Glenluig,Scotland,2,2,66.25,G
1700,Glenmorangie,Scotland,566,403,85.38,C
1702,Glenmoriston,Scotland,2,1,84.00,D
1703,Glenmoy,Scotland,1,1,81.26,D
1704,Glenn,Sweden,1,1,83.07,D
1705,Glenora,Canada,4,3,79.39,E
1706,Glenpark,Scotland,2,2,81.42,D
1710,Glenrothes,Scotland,1275,941,85.97,C
1711,Glenrowan,Scotland,1,1,85.00,C
1712,Glens Extra,Scotland,2,2,87.50,C
1713,Glensbury,Scotland,1,1,86.00,C
1714,Glensheil,Scotland,1,1,86.00,C
1716,Glenshire,Scotland,2,1,55.00,G
1717,Glenside,Scotland,3,1,76.00,E
1718,Glentauchers,Scotland,485,352,85.31,C
1719,Glentime,Scotland,2,1,74.00,F
1720,Glentoshan,Scotland,2,1,84.50,D
1721,Glentromie,Scotland,3,3,82.00,D
1722,Glenturret,Scotland,428,309,84.53,D
1723,Glenugie,Scotland,116,81,88.10,C
1724,Glenury Royal,Scotland,106,80,88.64,C
1725,Glenwood,Scotland,3,1,86.00,C
1726,Glina Whisky,Germany,13,5,72.60,F
1727,Gloag's Perth Whisky,Scotland,1,1,90.00,B
1728,Glorious Bastard,Scotland,1,1,79.86,E
1729,Glorious Ginger,Scotland,1,1,87.18,C
1730,Glynnevan,Canada,2,1,72.00,F
1732,Goalong Liquor,China,4,2,58.00,G
1733,Goblin's peated Islay,Scotland,2,2,86.34,C
1734,Golani,Israel,7,5,79.20,E
1737,Gold Cock,Czech Republic,33,26,85.93,C
1738,Gold Crown,Scotland,1,1,75.75,E
1739,Gold Fusion,Belgium,2,2,86.53,C
1746,Gold Ochsen,Germany,1,1,68.25,G
1749,Gold Shot,Scotland,1,1,85.00,C
1750,Gold Standard,Scotland,1,1,90.00,B
1751,Gold Star,Scotland,3,1,72.00,F
1757,Golden Dew,Scotland,1,1,59.67,G
1759,Golden Eagle,Scotland,4,1,81.00,D
1761,Golden Grain,Scotland,5,5,89.80,C
1763,Golden Horse,Japan,9,5,82.13,D
1764,Golden Loch,Scotland,2,2,67.50,G
1765,Golden Oak,Nepal,1,1,65.00,G
1768,Golden Rare,Scotland,1,1,87.50,C
1771,Golden Scanlan,Scotland,1,1,74.00,F
1772,Golden Shoe,Scotland,5,2,55.42,G
1774,Golden Stag,Canada,1,1,60.00,G
1776,Golden Velvet,Scotland,2,1,58.00,G
1778,Goldlys,Belgium,30,25,72.81,F
1779,Gölles,Austria,2,1,81.00,D
1781,Gooderham & Worts Ltd.,Canada,8,5,83.37,D
1782,Gooderham's,Canada,1,1,85.75,C
1784,Gouden Carolus,Belgium,7,6,75.65,E
1786,Grain,Scotland,3,3,79.70,E
1787,Grain Scotch Whisky,Scotland,2,1,79.00,E
1788,Grainiac,United States,1,1,78.00,E
1792,Grand Bark,Sweden,2,2,83.25,D
1796,Grand Macnish,Scotland,22,6,72.25,F
1797,Grand Old,Scotland,1,1,87.00,C
1798,Grand Old Parr,Scotland,28,20,81.67,D
1799,Grand Royal,Myanmar,3,2,78.63,E
1800,Grand Scot,Scotland,1,1,76.00,E
1801,Grand Traverse,United States,3,1,81.67,D
1803,Grangestone,Scotland,10,3,72.07,F
1804,Granit Destillerie,Austria,2,1,20.75,G
1806,Grant's,Scotland,97,46,74.77,F
1807,Grant's Royal,Scotland,7,3,82.00,D
1813,Great King Street,Scotland,14,10,84.00,D
1814,Great Outback,Australia,2,1,75.25,E
1816,Green & White,Ireland,2,1,84.00,D
1817,Green Douglas,Belgium,1,1,64.77,G
1820,Green Meadows,Scotland,2,2,86.28,C
1822,Green Spot,Ireland,13,10,82.89,D
1823,Greenfield,Scotland,1,1,87.00,C
1824,Greenore,Ireland,16,13,80.50,D
1826,Grendel's,Scotland,8,2,84.84,D
1829,Gribhinneach,Scotland,1,1,87.00,C
1833,Grüner Hund,Germany,12,5,75.60,E
1834,Gruwehewwel,Germany,4,3,88.95,C
1835,Gryphon,Germany,1,1,72.00,F
1836,Grythyttan,Sweden,21,9,81.76,D
1837,Guard House,Canada,1,1,55.00,G
1839,Guglhof,Austria,12,7,73.52,F
1840,Guillon,France,18,14,75.05,E
1841,Gun Fighter,United States,3,2,84.84,D
1843,Gutevin,Sweden,2,2,73.84,F
1846,Gwenroc,France,1,1,65.00,G
1847,Haas,Germany,11,4,76.19,E
1848,Habbel,Germany,2,1,53.33,G
1850,Hagen-Ruehli,Switzerland,12,4,80.25,D
1851,Hågmoar,Austria,1,1,63.33,G
1852,Haig,Scotland,50,28,78.91,E
1853,Haig & Haig,Scotland,4,3,84.21,D
1854,Hakushu,Japan,119,96,87.32,C
1855,Hälge,Sweden,2,1,52.17,G
1856,Haller's,United States,3,1,100.00,A
1860,Hamburg Malt,Germany,3,3,80.50,D
1863,Hamiltons,Scotland,9,4,74.17,F
1865,Hammer Head,Czech Republic,5,4,77.46,E
1867,HammerFall,Scotland,2,2,81.39,D
1868,Hancock's Reserve,United States,4,3,81.68,D
1869,Hankey Bannister,Scotland,21,15,80.39,D
