index,Brand,Country,Whiskies,Votes,Rating,Brand_Ranking
4227,The Fisherman,Scotland,1,1,88.00,C
4228,The Five,Scotland,3,1,89.00,C
4230,The Founders Reserve,Scotland,1,1,88.00,C
4231,The Four,Scotland,4,3,88.33,C
4233,The Friars Carse,Scotland,1,1,87.00,C
4236,The Gauldrons,Scotland,2,2,85.09,C
4237,The General,Scotland,2,1,91.85,B
4238,The Generous Spirit,Scotland,3,3,78.36,E
4240,The Gifted Horse,United States,1,1,100.00,A
4241,The Gild,Scotland,1,1,77.25,E
4242,The Glen Dowan,Scotland,5,2,74.50,F
4243,The Glen Peel,Scotland,2,1,82.33,D
4244,The Glen Silver's,Scotland,5,4,72.94,F
4245,The Glenfohry,Scotland,3,2,34.00,G
4247,The Glover,Scotland,4,4,88.60,C
4248,The Golan Heights Distillery,Israel,3,3,82.56,D
4250,The Golden Age Blend,Scotland,1,1,89.83,C
4251,The Good Spirits Co.,Scotland,23,9,82.94,D
4252,The Gordon Highlander's,Scotland,1,1,79.11,E
4253,The Great Glen,Scotland,3,3,69.56,G
4254,The Great Macaulay,Scotland,2,2,75.00,E
4256,The Greybeard,Scotland,1,1,72.00,F
4257,The Grove,Australia,1,1,40.00,G
4258,The Half-Century Blend,Scotland,3,3,88.71,C
4262,The Highlander,Scotland,1,1,82.00,D
4264,The Hive,Scotland,8,6,79.87,E
4265,The Hoebeg,Scotland,4,2,81.67,D
4268,The House of Bruar,Scotland,1,1,80.00,D
4270,The Huntly,Scotland,3,3,84.00,D
4271,The Ileach,Scotland,11,8,82.49,D
4272,The Infamous,Scotland,1,1,86.80,C
4273,The Inverarity,Scotland,10,5,78.10,E
4275,The Irish Fiddler,Ireland,1,1,78.00,E
4276,The Irishman,Ireland,47,36,82.98,D
4277,The Isle Of Islay,Scotland,1,1,87.00,C
4280,The Kenmore,Scotland,1,1,82.00,D
4282,The Knot,Ireland,1,1,70.00,F
4283,The Kurayoshi,Japan,13,10,78.46,E
4285,The Lakes,United Kingdom,6,2,81.00,D
4286,The Langlander,Poland,1,1,74.00,F
4287,The Last Drop,Scotland,10,6,93.24,B
4288,The Last Fetish,Scotland,1,1,89.80,C
4290,The Last Vatted Grain,Scotland,1,1,89.80,C
4291,The Last Vatted Malt,Scotland,1,1,90.27,B
4292,The Latitude 55°,Scotland,2,1,58.00,G
4293,The Legendary,Scotland,20,15,83.79,D
4294,The Legendary Salty Sea-Dog,Scotland,3,3,80.50,D
4295,The Lincluden,Scotland,1,1,84.00,D
4296,The Little Lighthouse,Scotland,1,1,89.00,C
4297,The little smoking monster,Scotland,1,1,80.00,D
4299,The Living Cask,Scotland,2,1,86.00,C
4300,The Loch Fyne,Scotland,13,9,80.61,D
4301,The Lochmaben,Scotland,1,1,87.50,C
4303,The London Distillery Company,United Kingdom,2,2,80.50,D
4304,The London Single Malt Whisky,United Kingdom,8,2,77.50,E
4305,The Loner,Scotland,1,1,80.25,D
4308,The Lost Blend,Scotland,6,4,83.35,D
4309,The Lost Distilleries Blend,Scotland,10,8,87.84,C
4310,The Lübbehusen,Germany,1,1,82.86,D
4313,The MacPhunn,Scotland,6,5,87.40,C
4316,The Merry Go Round,Scotland,1,1,91.83,B
4318,The Modern Masters,Scotland,1,1,89.00,C
4322,The Most Righteous,United States,1,1,81.50,D
4327,The Naked Grouse,Scotland,4,4,77.09,E
4328,The Nameless One,Scotland,1,1,86.32,C
4329,The Nameless Two,Scotland,1,1,86.57,C
4330,The National Choice,Scotland,2,2,82.25,D
4331,The Nectar,Scotland,1,1,88.94,C
4332,The Nine Springs,Germany,12,11,79.50,E
4333,The Norfolk,United Kingdom,4,2,77.50,E
4334,The Notch,United States,3,1,89.00,C
4335,The Numinous Cask,Scotland,1,1,85.78,C
4336,The OA Islay,Scotland,5,4,82.49,D
4337,The Oamaruvian,New Zealand,13,7,86.59,C
4338,The Octave Cask,Scotland,1,1,88.00,C
4339,The Old Man of Hoy,Scotland,13,7,85.88,C
4340,The Olde Deer,Switzerland,6,4,80.56,D
4341,The One,United Kingdom,16,10,80.38,D
4342,The Original Mackinlay,Scotland,14,3,78.00,E
4346,The Palace Bar,Ireland,4,4,88.19,C
4348,The Peat Bog,Scotland,1,1,87.95,C
4349,The Peat Monster,Scotland,16,15,84.62,D
4350,The Pibroch,Scotland,1,1,82.00,D
4351,The Pipers Choice,Scotland,5,5,85.40,C
4353,The Pogues,Ireland,3,3,77.51,E
4355,The Pot Still,Scotland,1,1,81.00,D
4359,The Prestonfield,Scotland,11,5,93.24,B
4360,The Prince of the Highlands,Scotland,1,1,89.50,C
4362,The Quartet,Scotland,1,1,84.50,D
4365,The Quiet Man,Ireland,11,11,80.38,D
4366,The Real Mackenzie,Scotland,17,5,82.03,D
4368,The Riddle of Islay,Scotland,1,1,86.50,C
4373,The Saint,Scotland,1,1,83.60,D
4375,The Scotch Whisky Experience,Scotland,2,1,86.00,C
4376,The Scots Whisky Forum,Scotland,1,1,87.23,C
4381,The Scottish Referendum,Scotland,3,3,86.96,C
4383,The Secret Cask,Scotland,6,4,88.46,C
4384,The Secret Islay,Scotland,4,3,81.78,D
4385,The Secret Orkney,Scotland,1,1,81.67,D
4386,The Secret Speyside,Scotland,2,2,84.63,D
4387,The Sexton,Ireland,1,1,80.33,D
4389,The Singleton of Auchroisk,Scotland,27,18,83.88,D
4390,The Singleton of Dufftown,Scotland,26,22,78.30,E
4391,The Singleton of Glen Ord,Scotland,20,14,82.21,D
4392,The Singleton of Glendullan,Scotland,15,10,80.93,D
4393,The Sinner,Scotland,1,1,83.50,D
4394,The Six Isles,Scotland,9,9,82.60,D
4395,The Smoking Steamship,Scotland,1,1,82.00,D
4396,The smoky vineyard,Scotland,1,1,86.00,C
4397,The Society's,Scotland,6,1,78.00,E
4400,The Speaker,Scotland,8,1,83.00,D
4401,The Spey Cast,Scotland,8,4,81.55,D
4403,The Spice Tree,Scotland,10,9,85.59,C
4406,The Spirit of Shawnee,United States,1,1,81.00,D
4409,The Strathspey Malt,Scotland,1,1,80.25,D
4410,The Strathspey Reserve,Scotland,10,5,82.50,D
4411,The Stuart Arms,Scotland,1,1,85.50,C
4413,The Talisman,Scotland,6,4,70.50,F
4414,The Tarbolton,Scotland,1,1,55.00,G
4415,The Targe,Scotland,1,1,73.33,F
4418,The Temple Bar,Ireland,9,7,81.66,D
4419,The Three Scotches,Scotland,6,3,78.22,E
4420,The Tiger's Eye,Scotland,1,1,75.50,E
4421,The Torran,Scotland,4,1,71.50,F
4422,The Trail of Tears,United States,1,1,82.63,D
4423,The Transition,Scotland,1,1,90.50,B
4425,The Trojan,Scotland,1,1,87.67,C
4427,The TWA Brigs,Scotland,1,1,89.00,C
4428,The Tweeddale,Scotland,8,8,83.92,D
4429,The Two,Scotland,4,2,82.00,D
4430,The Unnameable,Scotland,1,1,76.00,E
4431,The Vogel,Germany,2,2,78.20,E
4433,The Wanderer,Scotland,1,1,88.60,C
4434,The Westfalian,Germany,14,10,85.17,C
4438,The Whisky that Cannot be Named,Scotland,1,1,92.79,B
4439,The Whistler,Ireland,4,4,82.24,D
4441,The Wild Geese,Ireland,18,11,78.70,E
4444,The Witch's Brew,Scotland,1,1,84.00,D
4445,The Wolf of Badenoch,Scotland,1,1,75.50,E
4447,The Yellow Rose of Texas,United States,4,1,71.00,F
4450,Thirsty Sailors Malt,Switzerland,1,1,82.00,D
4452,Thirteenth Colony,United States,3,1,81.00,D
4453,This is not a luxury Whisky,Scotland,1,1,88.99,C
4454,Thistle,Scotland,3,1,84.00,D
4456,Thomas H. Handy Sazerac,United States,12,12,89.30,C
4457,Thompson's,Scotland,2,2,82.50,D
4458,Thomson,New Zealand,18,12,77.37,E
4459,Thor Boyo,France,1,1,68.25,G
4461,Thorneke,Germany,2,2,73.00,F
4462,Thousand Mountains,Germany,7,5,83.41,D
4465,Three Islay Distilleries,Scotland,1,1,88.50,C
4466,Three Oaks,United States,1,1,53.00,G
4467,Three Ships,South Africa,12,10,79.16,E
4468,Three Year Old Deluxe,Scotland,2,2,88.68,C
4469,Threeland,Germany,23,12,70.09,F
4473,Thursky,Switzerland,2,2,79.15,E
4474,Thy Whisky,Denmark,10,7,83.95,D
4476,Tiger Snake,Australia,4,3,79.67,E
4478,Tim Smith's,United States,2,1,50.00,G
4479,Timboon,Australia,3,2,81.50,D
4480,Time Slip,Japan,1,1,92.06,B
4481,Timeless Selected Spirits,Germany,1,1,73.00,F
4482,Timorous Beastie,Scotland,8,7,84.31,D
4483,Tincup,United States,3,3,82.12,D
4485,Tipperary,Ireland,11,10,83.29,D
4487,Tiroler Single Malt Whisky,Austria,2,1,78.00,E
4488,Titanic,Ireland,2,2,81.50,D
4491,Tobermory,Scotland,419,334,84.90,D
4492,Togouchi,Japan,11,11,80.61,D
4493,Tom Derry,Scotland,1,1,78.67,E
4495,Tom Maher's,Ireland,1,1,78.00,E
4498,Tom's,Ireland,1,1,77.00,E
4499,Tom's Foolery,United States,7,3,79.67,E
4500,Tomatin,Scotland,830,669,86.33,C
4501,Tomfarclas,Scotland,1,1,87.29,C
4502,Tomfarclas Wood,Scotland,1,1,87.21,C
4503,Tomintoul,Scotland,300,229,85.69,C
4504,Tomintoul Scotland,Scotland,1,1,59.00,G
4505,Toolmaker,Germany,1,1,83.00,D
4506,Top Secret,Scotland,2,2,69.50,G
4510,Torba,Scotland,1,1,86.00,C
4511,Tormore,Scotland,316,233,85.12,C
4513,Torys,Japan,5,2,42.25,G
4514,Tottori,Japan,5,3,75.50,E
4518,Towiemore,Scotland,3,2,81.28,D
4519,Town Branch,United States,5,1,73.40,F
4520,Trader,Germany,6,4,84.25,D
4521,Trader Joe's,United States,1,1,76.00,E
4526,Transatlantic,Scotland,1,1,84.67,D
4527,Traunstein-Whisky,Austria,2,1,88.00,C
4529,Traverse City Whiskey Co.,United States,1,1,75.00,E
4530,Treacle Chest,Scotland,1,1,81.67,D
4532,Trebitsch,Czech Republic,9,1,67.00,G
4533,Tri Tiaghean-Staile Ileach,Scotland,1,1,89.00,C
4537,Triple Malt Whisky,Germany,1,1,82.50,D
4539,Triple Smoke,United States,12,8,79.09,E
4540,Triumph,Scotland,1,1,82.00,D
4541,Trolden,Denmark,4,2,70.75,F
4542,Tropical Trudy,Scotland,1,1,85.21,C
4544,Tsunuki,Japan,5,2,77.61,E
4545,Tullahoma,United States,5,3,84.12,D
4546,Tullamore Dew,Ireland,101,66,77.89,E
4547,Tullibardine,Scotland,409,320,84.65,D
4548,Tullibardine Royal,Scotland,1,1,86.67,C
4549,Tullichmhor,Scotland,1,1,90.00,B
4551,Tulloch Wood,Scotland,1,1,87.26,C
4552,Tunnarius,Germany,1,1,79.50,E
4556,Turv Exloo,Netherlands,1,1,63.87,G
4557,Tuxedo,Scotland,3,1,84.00,D
4558,Tweedronk,South Africa,1,1,82.00,D
4560,Twenty Twenty,Scotland,1,1,83.00,D
4561,Two Brewers,Canada,8,2,86.00,C
4562,Two Brothers Selection,Scotland,1,1,87.67,C
4564,Two Doves,Serbia And Montenegro,2,2,61.67,G
4570,Two With A Teaspoon Of The Second,Scotland,1,1,86.67,C
4574,Tyrconnell,Ireland,62,42,82.27,D
4575,Uberach,France,18,14,78.54,E
4576,Ubique,Scotland,1,1,60.00,G
4580,Uisce Beatha,Ireland,1,1,75.29,E
4581,Uisge Beatha,Scotland,8,4,89.50,C
4582,Uisge Beatha Taigh,Ireland,1,1,85.75,C
4586,Undercover,Scotland,4,4,88.34,C
4587,Undercover Islay,Scotland,2,2,84.00,D
4588,Underground,United States,10,7,84.10,D
4590,Union Distillery Maltwhisky do Brasil,Brazil,1,1,31.00,G
4593,Unique,Scotland,1,1,77.64,E
4595,Unknown Speyside,Scotland,1,1,85.46,C
4596,Unnamed Orkney,Scotland,3,2,86.59,C
4597,Unnamed Speyside,Scotland,1,1,81.87,D
4599,Upper Ten,Scotland,5,3,73.31,F
4602,Usher's,Scotland,9,4,80.58,D
4603,Usquaebach,Scotland,17,8,82.04,D
4604,V. S. O.,Scotland,1,1,92.50,B
4605,V.O.E.,Scotland,1,1,78.50,E
4606,Valamo,Finland,11,3,78.69,E
4608,Van Brunt Stillhouse,United States,12,4,72.88,F
4609,van Kleef,Netherlands,1,1,86.00,C
4610,Van Loon,Germany,7,4,71.63,F
4611,Van Winkle,United States,30,14,86.72,C
4612,Vangiones,Germany,3,2,54.00,G
4613,Vanilla Burst,Scotland,1,1,76.75,E
4614,VAT 69,Scotland,33,17,78.66,E
4615,Vatted Grain,Scotland,1,1,85.60,C
4616,Vatted Islay,Scotland,6,5,88.52,C
4617,Vatted Islay Malt,Scotland,2,1,85.00,C
4618,Vatted Malt,Scotland,2,1,83.00,D
4619,Vega,Scotland,3,2,89.52,C
4620,Velvet Fig,Scotland,1,1,83.63,D
4624,Vernal Awakening,Scotland,1,1,90.67,B
4626,Very Old Barton,United States,10,4,82.67,D
4630,Very Old Malt Whisky,Scotland,2,2,86.11,C
4631,Very Olde St. Nick,United States,27,9,91.11,B
4632,Very Rare Old Liqueur Scotch Whisky,Scotland,1,1,91.21,B
4633,Very Sherried,Scotland,7,6,92.20,B
4634,Very Very Old Fitzgerald,United States,19,1,3.00,G
4636,VETO,Scotland,1,1,84.75,D
4637,Vicomte,France,1,1,72.60,F
4638,Vielanker Brauhaus,Germany,2,2,51.63,G
4641,Viking,Scotland,1,1,81.00,D
4642,Vilanova,France,4,4,76.50,E
4643,Vingården Lille Gadegård,Denmark,6,6,64.75,G
4645,Vintage,Scotland,40,24,78.05,E
4646,Vintage Bourbon,United States,3,2,83.10,D
4647,Vintage Rye,United States,2,2,86.27,C
4648,Vintners Choice,Scotland,12,6,78.20,E
4650,Virgin Bourbon,United States,5,1,91.00,B
4651,Virginia,United States,8,2,82.00,D
4653,Virginia Gentleman,United States,3,1,76.33,E
4655,Vulson,France,3,2,82.63,D
4656,VXV,Scotland,1,1,85.00,C
4661,W.L. Weller,United States,29,18,84.35,D
4662,W5,Scotland,3,1,82.67,D
4663,Wachauer Whisky,Austria,9,3,69.33,G
4664,Wädi-Brau-Huus,Switzerland,8,3,57.67,G
4665,Waitrose,Scotland,7,2,76.00,E
4667,Waitui,New Zealand,3,2,62.00,G
4668,Waldviertler Whisky J.H.,Austria,31,27,61.17,G
4669,Walkers,Scotland,1,1,83.00,D
4672,Walleye Rye,United States,2,1,85.00,C
4673,Wallner,Austria,1,1,80.00,D
4674,Wambrechies,France,5,5,65.96,G
4676,Wannborga,Sweden,3,3,65.78,G
4678,Wardhead,Scotland,16,13,84.72,D
4680,Wasmund's,United States,15,8,61.58,G
4684,Wathen's,United States,13,4,85.56,C
4685,Watkins Select,United States,1,1,56.00,G
4686,WAW,France,1,1,78.00,E
4687,Waxed Jackets,Scotland,4,1,89.00,C
4688,Wayne Gretzky No.99,Canada,5,4,82.54,D
4689,Wayward,United States,2,1,80.75,D
4690,WB,France,3,2,70.75,F
4692,Wecklein,Germany,4,2,66.75,G
4694,Weidenauer,Austria,7,6,80.83,D
4695,Weidhöfler,Switzerland,4,1,74.00,F
4696,Weinbau zur Krone,Switzerland,1,1,81.67,D
4698,Weingut Dotzauer,Germany,1,1,86.00,C
4699,Weingut Mößlein,Germany,3,2,78.46,E
4700,Welche's Whisky,France,6,5,83.82,D
4701,Weller,United States,3,2,90.88,B
4703,Weller's Original,United States,6,1,88.00,C
4704,Weltfein,Scotland,6,1,85.00,C
4706,West Cork,Ireland,22,18,78.89,E
4708,West Islay,Scotland,1,1,88.65,C
4709,West of Kentucky,United States,7,2,78.50,E
4710,West Port,Scotland,2,2,86.71,C
4713,Western Gold,United States,3,3,63.52,G
4714,Western Highland,Scotland,1,1,92.55,B
4715,Western Isles,Scotland,1,1,86.50,C
4716,Westland,United States,70,42,84.31,D
4721,Westport,Scotland,75,53,85.89,C
4722,Weutz,Austria,21,9,68.01,G
4723,Whalligoe,Scotland,1,1,90.00,B
4724,Wheskykôrka,Sweden,2,2,86.50,C
4725,Whesskey,Germany,21,13,50.87,G
4729,Whiskey Thief,United States,3,1,82.00,D
4731,Whisky & Dreams,Scotland,1,1,85.83,C
4732,Whisky = People,Scotland,1,1,89.75,C
4733,Whisky Alpin,Austria,12,5,54.03,G
4734,Whisky aus dem Steigerwald,Germany,2,1,65.00,G
4736,Whisky By X,Scotland,2,1,79.00,E
4737,Whisky Castle,Switzerland,69,26,64.05,G
4738,Whisky Classics,Scotland,1,1,85.00,C
4740,Whisky de Table,Scotland,3,2,82.47,D
4741,Whisky Galore,Scotland,10,1,74.50,F
4744,Whisky oet Grunn,Netherlands,4,3,72.61,F
4745,Whisky of GDR,Germany,1,1,90.31,B
4747,Whisky Senador,Scotland,1,1,80.00,D
4749,Whiskyfreunde Baden,Germany,2,2,86.88,C
4750,Whiskyladen Radebeul,Germany,4,4,86.25,C
4751,Whiskyland Franken,Germany,1,1,87.50,C
4752,Whiskymania Klub,Germany,12,7,83.33,D
4753,WhistlePig,United States,35,22,86.81,C
4755,White - Brook,Luxembourg,4,4,80.08,D
4758,White Castle,Philippines,5,3,21.00,G
4759,White Hart,Scotland,2,1,72.50,F
4760,White Heather,Scotland,34,14,84.80,D
4761,White Horse,Scotland,95,45,85.65,C
4762,White Lion,Scotland,4,2,39.88,G
4763,White Oak,Japan,62,48,82.72,D
4768,Whitmeyer's,United States,1,1,89.00,C
4770,Whyte & Mackay,Scotland,73,44,78.84,E
4771,Wicked,United States,1,1,73.00,F
4772,Wicked Wendy,Scotland,1,1,84.21,D
4773,Widow Jane,United States,34,12,85.81,C
4774,Wieser,Austria,11,8,72.26,F
4775,Wigle,United States,16,2,79.00,E
4776,Wilcox,United States,1,1,68.00,G
4778,Wild Folks Malt,Switzerland,1,1,77.00,E
4779,Wild Oak,Canada,1,1,81.00,D
4780,Wild Saxon,Scotland,2,1,73.00,F
4781,Wild Scarlet,Scotland,1,1,86.72,C
4782,Wild Scotsman,Scotland,1,1,75.25,E
4783,Wild Shamrock,Ireland,1,1,85.00,C
4784,Wild Thing,Scotland,1,1,85.00,C
4785,Wild Turkey,United States,189,90,84.03,D
4786,Wild Weasel,Belgium,14,8,72.66,F
4787,Wild Whisky,Germany,2,2,74.33,F
4789,Willett,United States,576,177,86.64,C
4790,William & Son,Scotland,1,1,87.00,C
4791,William Cadenhead,Scotland,17,14,85.93,C
4793,William Grant & Sons Limited,Scotland,23,13,85.66,C
4794,William Heavenhill,United States,8,5,87.73,C
4796,William Jameson,Ireland,2,1,82.00,D
4797,William Larue Weller,United States,15,15,89.90,C
4798,William Lawson's,Scotland,28,14,65.78,G
4799,William Peel,Scotland,13,8,65.84,G
4800,William Riddell,Scotland,2,1,72.00,F
4805,Williamson,Scotland,18,12,86.08,C
4807,Willowbank,New Zealand,18,12,85.55,C
4808,Willy Macheiner,Austria,1,1,73.00,F
4812,Winchester,United States,15,4,69.92,G
4814,Windsor,Canada,3,1,74.00,F
4815,Windsor,Scotland,3,3,75.58,E
4816,Windsor Castle,Scotland,1,1,86.00,C
4817,Winter Wedding,Switzerland,8,4,81.32,D
4819,Wirtemberg,Germany,2,1,82.00,D
4821,Wiser's,Canada,15,10,80.71,D
4822,WitchHill,Germany,1,1,85.50,C
4823,Witherspoon,United States,1,1,83.00,D
4824,Wm. Maxwell,Scotland,7,2,76.50,E
4825,Wolf Legend,Scotland,2,1,94.00,B
4826,Wolfburn,Scotland,50,40,86.15,C
4827,Wolfenweiler,Germany,2,1,24.00,G
4830,Wood's,United States,4,1,77.00,E
4831,Woodford Reserve,United States,167,103,82.12,D
4832,Woodinville,United States,10,3,58.00,G
4835,Woodward Limited,United States,2,2,84.33,D
4836,Workshops Whisky,New Zealand,3,2,75.00,E
4837,World Bar Tour,Scotland,2,1,87.00,C
4838,World Whisky Day,Scotland,3,1,82.00,D
4839,Writer's Tears,Ireland,14,12,82.81,D
4840,Wry Moon,United States,1,1,68.75,G
4842,Wyoming Whiskey,United States,17,8,86.09,C
4844,X-Mas Dram,Scotland,1,1,87.25,C
4846,Yacht Club,Scotland,1,1,71.00,F
4848,Yamazaki,Japan,305,248,88.64,C
4849,Yamazakura,Japan,32,15,83.93,D
4851,Ye Auld Toun,Scotland,2,1,87.00,C
4853,Ye Monks,Scotland,8,5,82.40,D
4854,Yellow Rose,United States,6,3,71.67,F
4856,Yellow Spot,Ireland,2,2,85.04,C
4857,Yellowstone,United States,12,4,76.53,E
4858,Yippee Ki-Yay,United States,2,1,66.50,G
4859,Yn Kerrin,Scotland,1,1,81.00,D
4860,Yoichi,Japan,216,115,87.32,C
4863,Young Deer,Switzerland,2,1,75.00,E
4864,Young Malt,Denmark,2,1,74.00,F
4866,Yula,Scotland,3,3,88.57,C
4867,Z'Graggen,Switzerland,6,4,79.00,E
4868,Z. Kozuba,Poland,1,1,19.67,G
4869,Zackariah Harris,United States,2,1,71.50,F
4873,ZAVONG,Scotland,1,1,85.80,C
4874,Zebundus,Germany,2,1,49.00,G
4877,Zeppelin Bend,United States,2,1,85.67,C
4878,Zitcy,Germany,1,1,77.67,E
4879,Zweiger,Austria,2,1,66.00,G
